QuestID,hrsigned,recruit,discfire,grievdispute,accounthr,comimplhr,investihr,emergencepr,riskcontr,accidentinvesti,accohs,impleosh,invstiosh,mngsum13items,mngitems
8294,,,,,,,,,,,,,,0.0,0
43698,,,,,,,,,,,,,,0.0,0
43366,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will keep the information from last assessment visit remain the same as below:Yes. The employer have an HR policy which includes:(a) mandatory minimum age requirements;(b) appropriate work for young workers;(c) equal treatment and non-discrimination;(d) preventing sexual harassment;(e) legal requirements in relation to termination;(f) freedom of association; and(g) working hours and compensation.Documents checked: Internal regulations dated on February 10, 2015, prohibition of child labour policy, freedom of association and collective bargaining policy, and non-discrimination policy updated on July 03, 2019.",,,,,,,,,,,,,0.0,0
40414,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.  BFC will follow up on this issue on our next assessment visit.",0.0,0
42959,,,,,,,,,,1.0,,,,1.0,1
42854,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will keep the information from last assessment visit remain the same as below:No, The employer has a written HR policy which covers: mandatory minimum age requirements, equal treatment and non-discrimination; and preventing of sexual harassment. However, the employer does not have a written HR policy which covers: appropriate work for young workers, legal requirements in relation to termination, freedom of association, and working hours and compensation.Documents checked: Non-discrimination Policy, Sexual Harassment Policy, and Internal Regulations.",,,,,,,,,,,,,0.0,0
40841,"During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit; thus, this question is not assessed at this time.",0.0,0
8363,,,,,,,,,,,,,,0.0,0
40166,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",0.0,0
43721,,,,,,,,,,,,,,0.0,0
41392,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",0.0,0
43237,,,,,,,,,,,,,,0.0,0
40254,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",0.0,0
39949,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",0.0,0
41547,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",0.0,0
40664,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",0.0,0
40086,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",0.0,0
8274,,,,,,,,,,,,,,0.0,0
41534,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time.",0.0,0
43678,,,,,,,,,,,,,,0.0,0
8191,,,,,,,,,,,,,,0.0,0
8262,,,,,,,,,,,,,,0.0,0
42730,,,,,,,,,,0.0,,,,0.0,1
43720,,,,,,,,,,,,,,0.0,0
40285,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.",,"During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.","During this visit, BFC decided to carry out a more focused risk-based assessment visit, thus this question is not assessed at this time. BFC will assess this question for the next assessment visit.",0.0,0
40274,"During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.",,"During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.","During the visit, BFC decided to carry out a more focused on risk-based assessment visit, thus this question is not assessed at this time.",0.0,0
